Authors,Title,Year,Source.Title,Volume,Issue,Start.Page,End.Page,Article.Number,Abstract,DOI
"Buss, JJ; Jones, DA; Lumsden, A; Harris, JO; Bansemer, MS; Stone, DAJ",Restricting feed ration has more effect than diet type on the feeding behaviour of greenlip abalone Haliotis laevigata,2015,MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,48,1,51,70,,"Abalone farmed in Australia are predominantly fed formulated feeds, while in the wild, their diet consists of a mix of macroalgae. Here we investigated the feeding behaviour of juvenile greenlip abalone, Haliotis laevigata; fed live macroalgae and formulated diets at different rations; and observed their feeding behaviour using a novel ventral video monitoring technique. Four different diets (commercial chip, experimental flake, Ulva sp. and Gracilaria cliftonii) at two feeding rations (excess vs. restricted) were tested. Diet type had no effect on abalone movement, but macroalgal diets resulted in higher feed intakes. Restricting feed rations induced greater movement. Abalone moved little during the light period and moved mostly during darkness, except for animals on the restricted feed ration where feeding commenced during the light period. On farms, this phenomenon may be a useful behavioural indicator for identifying underfed abalone. Despite their lower intake, formulated diets promoted higher energy and nutritional intake, indicating that quantity of feed consumed is not solely indicative of nutritional gain. From a research perspective, the novel ventral monitoring method has created opportunities for further behavioural studies in molluscs.",10.1080/10236244.2014.990701
"Somerville, GJ; Krkosek, M; Hepburn, CD",A matrix model and elasticity analysis for New Zealand's blackfoot paua Haliotis iris,2014,FISHERIES RESEARCH,151,,158,168,,"Whether used for conservation or fisheries planning, matrix population models can help clarify how to allocate conservation effort across a species life history. In this research we develop and analyse a matrix population model for the New Zealand blackfoot paua (abalone) Haliotis iris. Preliminary calculations for one population of H. iris yielded a population growth rate (PGR) of 16%. However due to uncertain parameter values we trialled larval settlement rates that resulted in population growth rates (PGRs) from 0 to 17%. The results showed that specific knowledge about settlement rate and juvenile survival was unimportant for the relative influence of these life-history parameters on this deterministic matrix model. Survival of the larger adults consistently had the highest sensitivity and elasticity, however in a rapidly growing population survival of the smaller animals gained importance. Also, the somewhat arbitrary placement of the shell length division between the two classes of adults created changes, with larger classes having higher elasticities. In addition elasticity, (indicating effect on the population growth rate) was concentrated in the older adults. However sensitivity, (with its greater emphasis on evolutionary change) placed more emphasis on slightly younger adults. These findings suggest that survival of larger adult paua, which is the stage typically targeted for harvest, is a key factor in fishery productivity, restoration, and conservation of the species. (C) 2013 Elsevier B.V. All rights reserved,",10.1016/j.fishres.2013.11.008
"Buss, JJ; Harris, JO; Currie, KL; Stone, DAJ",SURVIVAL AND FEEDING OF GREENLIP ABALONE (HALIOTIS LAEVIGATA) IN RESPONSE TO A COMMERCIALLY AVAILABLE DIETARY ADDITIVE AT HIGH WATER TEMPERATURE,2017,JOURNAL OF SHELLFISH RESEARCH,36,3,763,770,,"Elevated mortality, triggered by increased water temperatures (> 22 degrees C) and associated factors, is a significant issue for land-based abalone farms in southern Australia. The aim of this study was to test the efficacy of the commercial animal feed product Orego-Stim (OS), containing oregano essential oil in reducing the mortality of 3-y-old greenlip abalone (Haliotis laevigata) exposed to high water temperature (25 degrees C). Inclusion levels of 0.0 (commercial control diet), 0.5%, 1.0%, 2.0%, and 4.0% OS were added into a commercial feed formulation and diets were fed to 3-y-old greenlip abalone (67.98 g, 77.01 mm shell length) at two water temperatures (22 degrees C and 25 degrees C) for 47 days. Survival and immune parameters including phagocytic activity, total hemocyte count (THC), and activities of the enzymes superoxide dismutase (SOD) and catalase (CAT) were measured. Survival was high at 22 degrees C with no significant differences in mortality between treatments. Irrespective of this, exposure to elevated water temperature (25 degrees C) resulted in significantly higher mortalities for all diet treatments (P < 0.05), without any effect of diet. Low ferric reducing antioxidant potential values were observed for all diets. Phagocytic activity remained stable for all temperature and OS treatments (48.82% +/- 1.31%). The dietary inclusion of OS and increased water temperature increased the THC compared with the commercial control diet treatment at 22 degrees C. Superoxide dismutase was significantly elevated in greenlip abalone fed the commercial control (0.56 +/- 0.08 U mL(-1)), and CAT was significantly higher when fed the 4.0% OS diet treatment at 25 degrees C (18.93 +/- 2.25 nmol min(-1) mL(-1)). Despite failing to increase survival, OS significantly enhanced feed intake at both temperatures at 2.0% and 4.0% compared with the commercial control diet treatment, highlighting its ability as a feeding stimulant (P < 0.05).",10.2983/035.036.0326
"Ngoepe, TK; Okpeku, M; Mbokane, EM; Madibana, MJ; Maulu, S; Mphalo, SJ; Nemakhavhani, RL; Ndlela, SZ",Potential of Ecklonia maxima as a feed supplement in aquafeed: a review,2024,COGENT FOOD & AGRICULTURE,10,1,,,2435586,"This review examines the potential of Ecklonia maxima, a brown seaweed, as a sustainable feed supplement in aquaculture. With the industry facing pressure to adopt environmentally friendly practices, E. maxima offers promise due to its bioactive compounds that promote growth and health in aquatic organisms. Studies have shown that dietary supplementation with E. maxima improves fish growth rates, feed conversion efficiency, and nutrient retention. The seaweed's bioactive compounds, including phlorotannins and fucoidans, enhance digestibility, modulate gut health, and stimulate immune responses. This review assesses the impact of E. maxima supplementation on fish growth performance and feed utilization, considering factors like dietary inclusion levels and species-specific responses. Findings suggest that E. maxima supplementation positively influences growth parameters and feed efficiency in various fish species, offering a sustainable alternative to conventional feed additives. However, further research is needed to optimize supplementation protocols and elucidate underlying mechanisms. Leveraging marine resources can help the industry adopt more environmentally responsible practices while ensuring continued growth and prosperity. Overall, this review emphasizes the significance of E. maxima as a sustainable feed supplement in aquaculture, especially in sub-Saharan Africa, where the region's particular environmental challenges must be addressed while production is increased due to the growing demand for fish farming. [GRAPHICS] .",10.1080/23311932.2024.2435586
"Britz, PJ; Hecht, T; Mangold, S","Effect of temperature on growth, feed consumption and nutritional indices of Haliotis midae fed a formulated diet",1997,AQUACULTURE,152,1-Apr,191,203,,"Commercial farmers using formulated feeds need to know what ration size to feed their abalone. Ln two growth trials the effect of temperature and abalone size on growth rate and nutritional indices of abalone fed a dry formulated diet was quantified. Between 12 and 20 degrees C growth rate and feed consumption increased, protein-efficiency ratio (PER) improved and FCR did not differ significantly. However, between 20 and 24 degrees C, growth and feed consumption declined sharply, and PER and FCR deteriorated. The condition factor of abalone decreased with increasing temperature. It was concluded that temperatures between 12 and 20 degrees C are physiologically optimal for H. midae. This range corresponds to the mean sea temperature range experienced by H. midae within its natural range, Feed consumption, expressed as a percentage of body weight per day, decreased with increasing abalone size. A model which predicts feed consumption as a function of temperature, shell length and feed-conversion ratio was developed. (C) 1997 Elsevier Science B,V.",10.1016/S0044-8486(97)00002-1
"Jin, SE; Lee, SJ; Kim, Y; Park, CY",Spirulina powder as a feed supplement to enhance abalone growth,2020,AQUACULTURE REPORTS,17,,,,100318,"Spirulina powder is used as a functional supplement in animal feeds for enhanced growth and reduced mortality. In the present study, we investigated the effect of Spirulina powder-supplemented feeds on abalone growth after 93 days and 125 days of culture. Spirulina particles were attached to the surfaces of abalone feed granules by mixing to prepare Spirulina powder-supplemented abalone feeds. The morphology, components, and thermal stability of the granules were analyzed. Abalone body weight and shell characteristics (size, pigmentation, morphology, and components) were also assessed for evaluating abalone growth. Protein expression patterns in abalones were monitored. Spirulina particles were detected on the surfaces of Spirulina powder-supplemented abalone feed granules, which were not modified in size and shape after attachment. The Spirulina powder-supplemented feed granules included organic materials and minerals based on C, N, O, Na, Mg, Al, Si, P, S, Cl, K, and Ca. They were thermally stable up to 20 degrees C. Abalones fed Spirulina powder-supplement at 0.7 % showed significantly increased body weight and shell size after 125-day culture. Shell pigmentation and morphology were also improved. The shell contained C, N, O, Na, Mg, Al, Si, P, S, Cl, K, Ca, and Fe. Abalone proteins were clearly expressed at 75-100 kD and 150-250 kD. These results suggest that Spirulina powder has a promising potential as a feed supplement to be used in next-generation animal feeds for enhanced growth. The study protocol applied in the present work can be extended to the development of other animal feeds.",10.1016/j.aqrep.2020.100318
"Venegas, AG; Cárdenas, TC; Aguilar, RF; Bernal, RS; Ferreira, FH",EFFECTS OF DIET AND FEEDING REGIME ON GROWTH AND SURVIVAL OF THE RED ABALONE HALIOTIS RUFESCENS IN LAND-BASED TANK CULTURES IN SOUTHERN CHILE,2016,JOURNAL OF SHELLFISH RESEARCH,35,4,969,979,,"The effects of different diets on the survival, growth, food consumption, and conversion factor of juvenile red abalone (Haliotis rufescens) under tank culture conditions were investigated. The algae Macrocystis pyrifera, Gracilaria chilensis, and Sarcothalia crispata were administered as mixed diets, mono diets, or in rotation changing weekly. Additionally, an artificial pellet feed (ABfeed) was administered alone using a feeder or as part of a mixed diet. The experiment lasted 10 mo. The 100% S. crispata diet was suspended after 4 mo due to low survival rates (92.1% +/- 3.4%). Treatments had significant effects (P <0.05) on survival, growth, food consumption, and conversion factor. The lowest survival rate was obtained using the artificial feed with a feeder (94.2% +/- 4.3%) and the highest with a mix of.11. pyrifera and artificial feed (99.0% +/- 0.8%). The highest growth rates were obtained with the mix of M. pyrifera, G. chilensis, and artificial feed (0.044 +/- 0.007 mm/day per 0.054 +/- 0.005 g/day) and with 100% M. pyrifera (0.043 +/- 0.002 mm/day per 0.054 +/- 0.01 g/day). The lowest growth rates were obtained with 100% G. chilensis (0.026 +/- 0.01 mm/day per 0.021 0.01 g/day). Food conversion factor was highest with the mixed Al. pyqiera (16.0) and G. chilensis (12.7) diet, whereas the lowest food conversions rates were obtained using artificial feed with a feeder (1.4) and artificial feed without a feeder (1.6). In this study, the M. pyrifera mono diet produced the highest growth rates in H. rufescens juveniles. Given that it is also the most abundant alga in terms of biomass and is easily managed during the feeding process, this would appear to be the best option for the culturing red abalone in southern Chile.",10.2983/035.035.0420
"Bansemer, MS; Qin, JG; Currie, KL; Stone, DAJ",TEMPERATURE-DEPENDENT FEED CONSUMPTION PATTERNS FOR GREENLIP (HALIOTIS LAEVIGATA) AND HYBRID (H. LAEVIGATA x HALIOTIS RUBRA) ABALONE FED FRESH MACROALGAE OR A FORMULATED DIET,2015,JOURNAL OF SHELLFISH RESEARCH,34,3,885,892,,"Because of the nocturnal and slow feeding activity of abalone, farmed abalone are typically provided with feed throughout the night. Understanding the nocturnal feeding patterns of abalone is fundamental to feed management and productive abalone farming. In this study, the apparent feed consumption for greenlip abalone (Haliotis laevigata) and hybrid abalone (H. laevigata x Haliotis rubra) fed fresh Ulva sp. or a commercial formulated diet at 18 degrees C or 22 degrees C were investigated at night. Abalone were exposed to low light intensity (3.4 Lux) from 7:00 AM to 7:00 PM and darkness from 7:00 PM to 7:00 AM. Abalone were fed to excess daily at 4:00 PM and feed intake was determined at 7:00 PM, 10:00 PM, 1:00 AM, 4:00 AM, and 8:00 AM. When Ulva sp. was added to the tank, greenlip and hybrid abalone immediately displayed a feeding response, which was not observed in abalone fed the formulated diet. Abalone consumed Ulva sp. at a linear rate from 4:00 PM to 8:00 AM. In contrast, the apparent feed consumption rate of abalone fed the formulated diet was minimal from 4:00 PM to 7:00 PM, and was highest between 7:00 PM and 1:00 AM. Apparent feed consumption rate of abalone significantly increased as water temperature increased from 18 degrees C to 22 degrees C, but the effect was greater for hybrid abalone compared with greenlip abalone. The total apparent feed intake of both greenlip and hybrid abalone fed Ulva sp. was significantly greater than for both types of abalone fed the formulated diet. The total apparent feed intake on dry basis, and nutrient intake for abalone fed Ulva sp. was significantly lower than for abalone fed the formulated diet. This study indicates that the upper temperature range for feed intake in hybrid abalone is higher than in greenlip abalone. Ulva sp. can stimulate abalone feeding, though the high moisture content in algae can reduce nutrient intake.",10.2983/035.034.0318
"Dezfooli, SM; Nguyen, TV; Young, T; -Maddox, NG; Alfaro, AC; Seyfoddin, A",An evaluation of the growth and immunity of New Zealand black-footed abalone (Haliotis iris) treated with encapsulated feed and probiotics,2023,ANIMAL FEED SCIENCE AND TECHNOLOGY,299,,,,115639,"Encapsulation technology has been applied in aquaculture for developing more efficient delivery systems of nutrients and probiotics to various species. This study aims to investigate the effect of an encapsulated probiotics feed on the growth and health of New Zealand black-footed abalone (Haliotis iris). Juvenile abalone were fed with four different dietary treatments, including commercial pellets, commercial feed sprayed with probiotics, combination of commercial feed and chitosan-coated alginate (CCALG) beads containing probiotics and CCALG beads containing both probiotics and nutrients. A multi-technique approach was used to evaluate the growth performance and health parameters of the experimental animals after 57 days in feeding trial. The results showed a significantly higher growth rate (p < 0.05) in shell length (50.06 +/- 5.91 mu m/day) and weight (25.55 +/- 2.55 mg/day) of abalone fed with CCALG beads containing both probiotics and nutrients (optimal diet) compared to the other groups. The feed conversion rate (FCR) for abalone fed with the optimal diet (1.04 +/- 0.06) was significantly (p < 0.05) lower than the other experimental diets. Furthermore, a low level of haemocytes with reactive oxygen species (ROS) was found associated with the optimal diet (13.24 +/- 4.2%). A total of 31 differently regulated metabolites across the four treatments were revealed with a characteristic enhancement of free amino acids in the samples obtained from abalone fed with the optimal diet. The combined results from the growth parameters, flowcytometry and metabolomics indicate that CCALG beads encapsulating probiotics and nutrients can efficiently improve the growth and immunity of juvenile abalone.",10.1016/j.anifeedsci.2023.115639
"Francis, TL; Maneveldt, GW; Venter, J",Growth of market-size abalone (Haliotis midae) fed kelp (Ecklonia maxima) versus a low-protein commercial feed,2008,AFRICAN JOURNAL OF AQUATIC SCIENCE,33,3,279,282,,"The growth of grow-out abalone fed on kelp, with c. 10% dry weight protein content, was compared with that of those fed on 'Feed A' (a new low-protein commercial feed of c. 26% protein), in a flow-through system on a South African west coast commercial abalone farm. While both feeds produced similar gains in mean shell length (45.220 mu m day(-1) for kelp, 46.839 mu m day(-1) for 'Feed A'), the latter group significantly outperformed the kelp-fed group in terms of weight gain (0.266% body weight day(-1) for 'Feed-A' abalone; 0.257% body weight day(-1) for kelp-fed abalone). The 'Feed-A' feed may prove to be of considerable benefit as a substitute for the kelp plus high-protein feed that is sometimes used for abalone, because the former has most of the benefits of the two feeds, but none of their apparent disadvantages.",10.2989/AJAS.2008.33.3.12.624
"Kemp, JOG; Britz, PJ; Agüero, PHT","The effect of macroalgal, formulated and combination diets on growth, survival and feed utilisation in the red abalone Haliotis rufescens",2015,AQUACULTURE,448,,306,314,,"Abalone aquaculture in Chile is dominated by production of the red abalone Haliotis rufescens using a diet comprised predominantly of fresh, wild-harvested macroalgae. Concerns over the long-term supply of macroalgae have led farmers to investigate the suitability of various formulated feeds, however there has been limited commercial adoption. Combination diets of macroalgal and formulated feed fed together provide a mechanism to explore and adapt to formulated feed use without entirely abandoning macroalgal feed. The current study evaluated the use of formulated, macroalgal and two combination diets (low and high macroalgal supplementation) on production indicators and canning yields of juvenile abalone H. rufescens in a culture system modified for formulated feed. The macroalgal diet and the high macroalgal-formulated pellet combination diet (76.1% macroalgae: 23.9% pelleted diet as dry weight) produced significantly higher growth indicators (SGR and LGR) than the low macroalgal-formulated pellet combination diet (31.6% macroalgae: 68.4% pelleted diet as dry weight) and the formulated pellet diet. The protein efficiency ratio of the experimental treatments was positively related to the proportional contribution of fresh macroalgae in the diet. Furthermore, calculation of the protein efficiency ratio of the formulated component in combination diets (PERf) revealed a significant positive relationship between macroalgae contribution and PERf. This suggests that the increase in total PER is driven by the increased utilisation of protein in the formulated component of combination diets associated with increasing levels of fresh macroalgal supplementation. We suggest possible reasons why the presence of seaweed increased the availability of the formulated feed protein to the abalone. A simulated canning trial highlighted a significant positive linear relationship between meat canning yield and the proportional contribution of formulated feed. This study highlights the value of combination diets as a tool for abalone producers to harness the potential production advantages of macroalgae while still accessing the processing benefits associated with nutrient dense formulated feed. Statement of relevance: We believe that this manuscript describes novel insights into the efficiency of protein utilisation in juvenile red abalone fed combination diets as well as the effect of diet, particularly formulated feed inclusion level, on canned meat yields. This provides empirical information to inform commercial abalone farmers of H. rufescens when exploring dietary options for optimal culture. (C) 2015 Elsevier B.V. All rights reserved.",10.1016/j.aquaculture.2015.06.016
"Serviere-Zaragoza, E; Mazariegos-Villarreal, A; Reynoso-Granados, T; Robles-Hernandez, R; Monsalvo-Spencer, P; Ponce-Diaz, G; Castro, A; Hernandez-Llamas, A",Patterns of growth of juvenile pink abalone Haliotis corrugata fed re-hydrated natural feeds at a laboratory and a hatchery,2009,AQUACULTURE NUTRITION,15,3,241,246,,"The feasibility of obtaining a similar growth response from juvenile pink abalone Haliotis corrugata at a research laboratory and a hatchery, when using natural feeds was evaluated. Four macroalgae, Egregia menziesii, Eisenia arborea, Macrocystis pyrifera, Gracilaria sp., and the surfgrass Phyllospadix torreyi were used as feeds. Response patterns of abalone were very similar at both facilities in terms of final length, weight, and survival, varying from 13.0 to 15.50 mm, 0.31 to 0.52 g, and 60.0% to 78.6%, respectively. Better growth was obtained when E. menziesii, M. pyrifera, and Gracilaria sp. were offered. Poor results were obtained with surfgrass. The feed conversion ratio was determined at the laboratory and did not vary significantly, ranging from 42.3 to 199.0; although a significant inverse correlation was observed with growth rate. Growth in length and weight and survival rates varied within 1.6-20.2 mu m day(-1), 0.123-1.664 mgday(-1), 0.4-0.64%day(-1), respectively. Mean growth rate in length (14.7 mu m day(-1)) and weight (1.18 mg day(-1)) at the hatchery were significantly higher than that obtained at the laboratory (9.4 mu m day(-1) and 0.77 mg day(-1)), which is most likely a consequence of more suitable water temperature at the hatchery. Mean survival rate was significantly higher at the laboratory (53.1%day(-1)) than at the hatchery (46.1%day(-1)).",10.1111/j.1365-2095.2008.00588.x
"O'Mahoney, M; Rice, O; Mouzakitis, G; Burnell, G","Towards sustainable feeds for abalone culture: Evaluating the use of mixed species seaweed meal in formulated feeds for the Japanese abalone, Haliotis discus hannai",2014,AQUACULTURE,430,,9,16,,"Given the growing importance of the aquaculture sector in contributing to global seafood production, there needs to be a concerted effort to develop commercially relevant and ecologically sustainable feeds for the cultivation of commercially important species. Limitations on the availability and use of fish meal through EU directives (EC Regulation 999/2001 & EC Regulation 183/2005) are focussing research efforts to find alternative sources of protein for aquaculture feeds. Marine algae, although low in protein, are widely being considered as a potential alternative to fish meal as not only do they have the potential to impart additional health benefits when ingested but they can also be cultured under enrichment conditions to enhance their nutritional profile as a feed additive. For abalone (a marine gastropod mollusc), several studies have highlighted the benefits of a diet of fresh mixed species seaweed for cultivation. However, the performance of a mixed species marine algae meal, consisting of Laminaria digitata meal, Palmaria palmata meal and Ulva lactuca meal, in a formulated diet for abalone has not apparently been investigated. In this study, the performance of five novel, isonitrogenous, konjac glucomannan-xanthan gum (KX) bound feeds for the abalone Haliotis discus hannai were evaluated in a 12-week experimental growth trial. Comparisons were made between a basal diet formulation (Diet A), a basal diet + lipids + choline chloride (Diet B) and diets containing mixed seaweed meal (Diet C) or fish meal (Diet D) or mixed seaweed meal + fish meal (Diet E). Freshly harvested L. digitata was included as a natural feed type and experimental control. Dry matter leaching was assessed and no significant differences in the dry matter loss over 3 and 4 days were observed between the experimental KX feeds, although L. digitata was a significantly more sea water stable feed type. Daily food consumption (DFC) of Diet C and Diet E was significantly lower than that of fresh L. digitata and the DFC of Diet D was significantly higher than that of L. digitata. Diet E had significantly higher food conversion efficiency than L. digitata, Diet A, Diet B and Diet D. There was no difference in the protein efficiency ratio (PER) between the formulated diets but the PER of Diet D was significantly different to L. digitata. L. digitata had significantly higher linear growth rates than Diet B, and significant differences in the specific growth rates were observed between Diet A and Diet D only. No significant differences in body weight to shell length ratios and percentage survival between treatments were observed. This study highlights the potential for a mixed species seaweed meal as a fish meal replacement in formulated feeds for abalone. (C) 2014 Elsevier B. V. All rights reserved.",10.1016/j.aquaculture.2014.02.036
