Authors,Title,Year,Source.Title,Volume,Issue,Start.Page,End.Page,Article.Number,Abstract,DOI
Westphalen G.; Cheshire A.C.,macroalgal Digestion Survival in Two Commercial Species of Abalone (Haliotis laevigata Donovan and Haliotis rubra Leach),1995,Botanica Marina,38,1-Jun,53,60,,"The survival of ingested macroalgae in two commercially fished species of abalone (Haliotis laevigata Donovan and Haliotis rubra Leach) was examined through a culture study of faecal matter that was dissected out of wild taken specimens. A similar study was made of faecal matter obtained from captive animals that were fed on solo diets of common drift algae. Results indicated a number of brown, red and green macroalgae could pass through the digestive tract of both species with some degree of cellular integrity and pigmentation (although not necessarily alive). Despite this variety, none of the fragments collected from the faecal matter of wild taken abalone grew in culture. A large number of fine filamentous and microalgae, presumably derived from the epiphytic communities on the macroalgae consumed by the abalone, were found to grow in culture having survived digestion. Cultures from faecal matter of abalone fed on solo diets showed two species, Caulerpa brownii (C. Agardh) Endlicher and Ulva australis Areschoug, were capable of surviving digestion; both algae are less preferred by abalone than other food species. Highly preferred algae are digested too efficiently to survive and the less preferred algae are either not consumed or otherwise eaten in such small quantities that survival cannot be determined. © 1995 by Walter de Gruyter.",10.1515/botm.1995.38.1-6.53
Morse Daniel E.; Cariolou Marios A.; Stucky Galen D.; Zaremba Charlotte M.; Hansma Paul K.,Genetic decoding in biomineralization of microlaminate composites,1993,Materials Research Society Symposium Proceedings,292,,59,67,,"We have found that the shells of abalone larvae formed prior to metamorphosis contain only aragonite, whereas the adult shell made after metamorphosis contains both aragonite and calcite. This transition is accompanied by a switch in genetic expression of the template proteins, suggesting that the premetamorphic protein may serve as a template for aragonite nucleation and growth, while template proteins synthesized after metamorphosis may direct crystallization of calcite. These analyses are based on improvements we recently reported for the detection and purification of proteins from the demineralized shell matrix. Genetic cloning experiments now in progress are aimed at discovering additional protein sequences responsible for the programmed control of crystal phase termination, since it is the termination and reinitiation of mineralization that is responsible for the regularity of highly ordered microlaminates produced in nature.",
Zimmer-Faust R.K.; Michel W.C.; Tyre J.E.; Case J.F.,"Chemical induction of feeding in California spiny lobster, Panulirus interruptus (Randall): - Responses to molecular weight fractions of abalone",1984,Journal of Chemical Ecology,10,6,957,971,,"Molecular weight fractions of abalone muscle were tested for the ability to induce appetitive feeding and locomotor behavior in the spiny lobster, Panulirus interruptus. Fractions of <1000, 1000-10,000 and >10,000 daltons were isolated by ultrafiltrations and gel chromatography from a seawater extract of abalone muscle. The two lower-molecular-weight fractions (<1000, 1000-10,000) were the least stimulatory of the three fractions tested, and both were ineffective as feeding stimulants. Solutions combining any two of the three isolated fractions produced behavioral activity equal to that caused by whole extract; thus, no single fraction was essential to the stimulatory capacity of abalone. The >1000-dalton fraction was also highly stimulatory, meaning that large and not small molecules were essential in initiating feeding. Finally, a 75% ethanol-insoluble component of the <10,000 fraction was effective, while the ethanol-soluble portion was not. Since the insoluble material consisted predominantly of peptides and polypeptides, it is probable that these molecules act as principal stimulants in abalone muscle. © 1984 Plenum Publishing Corporation.",10.1007/BF00987976
Krajniak K.G.; Bourne G.B.,"Effects of FMRFamide on the intact and isolated circulatory system of the pinto abalone, Haliotis kamtschatkana",1987,Journal of Experimental Zoology,241,3,389,392,,"The in vivo and in vitro effects of the molluscan tetrapeptide, FMRFamide, were examined on the circulatory system of the pinto abalone, Haliotis kamtschatkana. When perfused through isolated hearts, FMRFamide caused a dose‐dependent increase in heart rate. Injected into the circulation of intact, unrestrained animals, the peptide initially enhanced the rate of beating, augmented the aortic diastolic and pulse pressures, and raised the arteriovenous (AV) pressure difference; but at higher doses, this initial enhancement was followed by a decrease in aortic blood pressure, an increase in efferent ctenidial pressure, and a substantially reduced heart rate. Therefore, FMRFamide could have a role in controlling the circulation of H. Kamtschatkana. Copyright © 1987 Wiley‐Liss, Inc., A Wiley Company",10.1002/jez.1402410315
Tateyama M.; Higa M.; Kakazu T.; Miyagi M.; Shikiya K.; Arakaki T.; Kaneshima H.; Irabu Y.; Shimoji K.; Kitsukawa K.,Two case reports of septic shock due to Vibrio vulnificus with liver cirrhosis,1989,Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases,63,2,156,161,,"We have recently experienced a case of Vibrio vulnificus septicemia which occurred in a patient with hepatic cirrhosis, and as we were able to give early antibiotic treatment, the patient survived. We would like to report this case here together with another case experienced 2 years ago. Case 1 was a 58-year-old male who was attending our hospital as an outpatient for hepatic cirrhosis. At 5:30 pm on August 8, 1987, he consumed abalone and giant clam and at 9 pm complained of high fever with shaking chills. He was admitted to our department as an emergency case. Cefoperazone was administered resulting in a decline of fever on the following day. During the course of treatment he fell transiently into pre-DIC, but due mainly to the administration of antibiotics his condition was subsided. Case 2 was a 53-year-old male who was under medical care in our hospital for grave hepatic cirrhosis. On October 11, 1985, he consumed sushi and two days later suffered chills and pyrexia. A blood culture revealed Vibrio vulnificus. His condition improved transiently with administration of Cefazolin, but oliguria, hypotension and ascites occurred subsequently, and finally the patient died on the 22nd day.",10.11150/kansenshogakuzasshi1970.63.156
Ino T.,"Feeding and Growth of a Japanese Abalone, Haliotis. gigantea discus Reeve",1943,NIPPON SUISAN GAKKAISHI,11,,171,174,,"Diurnal periodicity as well as seasonal change was observed, in the neighbourhood of Kominato, Tiba Prefecture, in the feeding intensity of Haliotis gigantea discus Reeve. This gastropod feeds mostly at night and its food-consumption culminates during a period from January to April or May but declines toward summer. The insensity reaches a minimum during the breeding season which lasts from October to November and again resumes an ascent thereafter. Hand in hand with this change, the growth of the animal attains a maximum and a minimum in the corresponding months. These results are also supported by an analysis of the data already published by Okamuea and Seno (1920) who, however, maintained a diagonally opposite view on the feeding and growth of Japanese abalone. © 1943, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.11.171
Uki N.; Kemuyama A.; Watanabe T.,Development of Semipurified Test Diets for Abalone,1985,NIPPON SUISAN GAKKAISHI,51,11,1825,1833,,"Feeding experiments were conducted three times to develop a semipurified test diet for abalone which is essential for investigation on nutritional requirements. Juvenile abalone Haliotis discus hannai ino weighing 3.1—4.3 g in live weight (29-34 mm in shell length) were fed on one of the variety of the formulated test diets containing casein or white fishmeal as a protein source, and different levels of sodium alginate, lipid and a mineral mixture, for 30 and 40 days, respectively. The growth rate and feed conversion efficiency (FCE) were compared with those obtained by feeding with live fronds of the alga Eisenia bicyclis as a control, which was known to have high dietary value for this herbivore. Dietary value of the casein diet was found to be comparable or superior to that of the alga. While feeding abalone on a white fishmeal diets resulted in a lower growth and FCE, being about 60% of those compared to the casein diets. These results clearly indicated that the casein diet used in these experiments was suitable as a semipurified test diet for abalone. Based upon the results of growth rate and FCE, it was concluded that an optimum level of sodium alginate, lipid and the mineral mixture in a casein diet was 20-30%, 5% and 4%, respectively. © 1985, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.51.1825
Harada K.; Kawasaki O.,The Attractive Effect of Seaweeds Based on the Behavioral Responses of Young Herbivorous Abalone Haliotis discus,1982,NIPPON SUISAN GAKKAISHI,48,5,617,621,,"It has been clarified that the attractive effect of seaweeds on young herbivorous abalone could be presented as the coefficient a of a logistic curve, y=g/{1 +exp [−r(j−a)]} in the time-course of abalone that remained in the test compartment. The attractive effect of three phyla of seaweeds was examined on the basis of behavioral responses of abalone. Among six specimens tested in the green algae, Chaetomorpha spiralis-“Hosojuzumo” in Japanese, Ulva pertusa-“Anaaosa” and Caulerpa okamurai-“Fusaiwazuta” were found to be effective in attracting abalone. Among twelve specimens in the brown algae, strong attractants were Sargassum hemiphyllurm-“Isomoku”, Pachydictyon coriaceum-“Sanadagusa”, Ishige okamurai-“Ishige” and Padina arborescens-“Umiuchiwa.”. Amongst fourteen specimens in the red algae, only two species, Gelidium amansii-“Makusa” and Gelidium divaricatum-“Himetengusa” provoked exploratory and feeding behavior. © 1982, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.48.617
Fleming A.E.; Hone P.W.; Hulata G.,"Abalone culture. Selected papers from the second international symposium on abalone held in Hobart, Tasmania, February 1994",1996,Aquaculture,140,1-Feb,1,195,,This special issue includes 16 symposium papers on the aquaculture of abalone (Haliotis sp.) and related issues. Papers are grouped under six sections: artificial diets and nutrition; postlarval culture; husbandry; tropical abalone; system design; and marketing. -V.J.Taverner,
Viana M.T.; López L.M.; Salas A.,Diet development for juvenile abalone Haliotis fulgens Evaluation of two artificial diets and macroalgae,1993,Aquaculture,117,1-Feb,149,156,,"Two artificial diets made with local ingredients, fish meal (FM) and casein meal (CM), proved to give better growth than that obtained with macroalgae (MA), the natural food of Haliotis fulgens, a native abalone from the northern coast of Mexico. The experiment was conducted on triplicate groups, each consisting of 20 abalone. The duration of the study was 90 days. Diets were offered as dry pellets of 2 cm2. The growth pattern was very similar for both treatments fed artificial diets (FM and CM), and the highest growth rate was during the first weeks, decreasing gradually thereafter. The abalone fed with FM showed the highest growth rate, being 101 μm per day. The rate at the end of the experiment was 13.5 μm per day. For the CM the daily growth rate decreased from 98 to 17 μm per day. With MA, the growth rate decreased from 25 to 17 μm per day. The decrease in growth rate may be due to several factors. © 1993.",10.1016/0044-8486(93)90131-H
Viana M.T.; Cervantes-Trujano M.; Solana-Sansores R.,Attraction and palatability activities in juvenile abalone (Haliotis fulgens): nine ingredients used in artificial diets,1994,Aquaculture,127,1,19,28,,"Nine different ingredients (fish acid silage, neutralized fish acid silage, neutralized abalone viscera silage, fish meal, corn meal, fresh and dried Macrocystis pyrifera, gelatin and soybean meal) were used to evaluate the attraction and palatability activity on juvenile of abalone (Haliotis fulgens). Groups of 45 organisms were randomly separated from a batch of 170 and distributed in three aquaria. Twelve-hour observations were performed using a conduct sheet with assigned values. In the first 4 h the attraction activity was evaluated, and at the 12th hour, the palatability was registered. With the data obtained, a statistical analysis was performed, using a χ2-test from the observed frequencies. From the 9 ingredients evaluated, three silages gave a significant change in conduct. The pH was found to be an important factor for attraction and palatability and a logistic model was used to evaluate a possible pH effect on the attraction activity. The silage made from abalone viscera generated a high attraction and palatability activity. © 1994.",10.1016/0044-8486(94)90188-0
Harada K.,"Studies on feeding repellents for fishes and shellfishes - V. Evaluation of chemotaxis activity, with special reference to repellence of food for black abalone Haliotis discus",1992,Marine Biology,112,3,383,388,,"The present study on chemotaxis activity was conducted between May 1989 and March 1990. In order to establish a chemotaxis index, with special reference to a repellence index of food for black abalone Haliotis discus, a logistic curve y=g/{1+ exp [-r(j-a)]}, where g, r and a are constants, was applied to time-courses of abalone responses to fresh and spoiled algal extracts. The time-courses were respresented by the number of individuals (yi) displaying three behaviors (entering. leaving and remaining in a test compartment with algal sample) over time (j=1 to 10, 2-min intervals). Repellence and attraction specimens were prepared from a homogenate of green laver Ulva pertusa allowed to spoil for 2, 4 and 6 d at 40°C, and from fresh homogenate, respectively. Of 32 time-courses (estimated according to a method whereby the observed number was weighted by j for each behavior, involving 30 individuals), 32 ""entered"", 19 ""left"" and 19 ""remained"" time-courses fitted the curve at the 0.10 level, as determined by a chi-square test. A general evaluation of repellence and attraction, determined by observable behavior, agreed well with the difference in a between the dummy (control) and specimen curves, and with the ratio of a in the dummy curve to a in the specimen curve, for logistic curves fitted to the ""entred"" time-course. The difference was >0 and the ratio was >1 in the repellence index, and <0 or <1 respectively in the attraction index. The validity of the indexes was ascertained using food specimens prepared from three kinds of algae. © 1992 Springer-Verlag.",10.1007/BF00356283
Barlow L.A.; Truman J.W.,"Patterns of serotonin and SCP immunoreactivity during metamorphosis of the nervous system of the red abalone, Haliotis rufescens",1992,Journal of Neurobiology,23,7,829,844,,"Larvae of the red abalone, Haliotis rufescens, rely on external chemical cues to trigger metamorphosis; thus, the timing of metamorphosis is depedent upon the larva's chance encounter with the appropriate substrate. We examined the effect of the timing of metamorphosis on the development of the central nervous system (CNS), concentrating on the pattern of serotonin and small cardioactive peptide‐ (SCP) immunopositive neurons in the cerebral ganglia. By 4 days postfertilization the cerebral ganglion has five pairs of serotonin‐immunoreactive (IR) neurons, one pair of which (the V cells) innervate the velum. This complement of cells remains stable for as long as the larval stage persists but metamorphosis causes the rapid loss of the V cells. In the case of SCP‐IR neurons, one pair is present prior to metamorphic competency, but as larvae continue to age in the absence of inducing cues, additional pairs are gradually added. Metamorphosis causes an acceleration in SCP‐IR neuron addition. This separation of developmental patterns is well adapted for the inherent uncertainty of the timing of metamorphosis in abalone larvae. © 1992 John Wiley & Sons, Inc. Copyright © 1992 John Wiley & Sons, Inc.",10.1002/neu.480230705
Fujino K.; Okumura S.-I.; Inayoshi H.,Temperature Tolerance Differences among Normal Diploid and Triploid Pacific Abalones,1987,NIPPON SUISAN GAKKAISHI,53,1,15,21,,"Successful induction of two kinds of triploid abalone animals (abbreviated as 3n.lpb and 3n.2pb respectively), by inhibiting release of first or second polar body, was reported recently. The present work examines associations between thermostability variations of enzymes at multiple loci and temperature tolerance in terms of survival of animals against high and/or low temperature stresses within each group of diploid and triploid animals, induced artificially, and compared such temperature tolerances between normal diploid (2n) and two kinds of triploid sib animals of the Pacific abalone Haliotis discus hannai. Significantly higher survivals of animals homozygous of thermo-resistant allele at phosphoglucomutase and malate dehydrogenase thermostability loci against high water temperature stress as well as of those homozygous of thermo-sensitive allele at malate dehydrogenase thermostability locus against low water temperature stress were observed. Comparison of high temperature tolerances between different ploidy sib animals indicated the greatest survival in the animals of 3n.lpb group, followed by 2n and the least survival in 3n.2pb group. In addition, a combined effect of chromosome-set manipulation and selected genotype of thermostability variations was seen, suggesting a possible immediate application of the results of such observations towards greater productivity in abalone aquaculture through an appropriate selective breeding programme. © 1987, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.53.15
,"Proceedings of the 2nd International Symposium on Abalone Biology, Fisheries and Culture, Hobart, Tasmania, Australia, February 1994",1995,Marine and Freshwater Research,46,3,519,695,,[No abstract available],
Uki N.; Kemuyama A.; Watanabe T.,Optimum Protein Level in Diets for Abalone,1986,NIPPON SUISAN GAKKAISHI,52,6,1005,1012,,"A feeding experiment was carried out by feeding juvenile abalone Haliotis discus hannai with diets containing casein or white fishmeal as a protein source at different protein levels (0-55%) for 50 days at a water temperature of 20°C in order to determine an optimum protein level in the diet for the abalone. In the abalone receiving the casein diets, feed conversion efficiency (FCE) and protein retention were found to be proportional to the dietary protein levels and reached plateau at a 38% protein level where the values for PER and NPU were 2.4 and 48, respectively. The maximum rate of protein retention was obtained at a 10% protein level in the casein diet and at a 22% protein level in the white fishmeal diet. In addition, growth, FCE and protein retention in the abalone fed on the white fishmeal diets were all far inferior to those obtained by the casein diets. The values for PER and NPU obtained with the white fishmeal diets were about one half of those obtained with the casein diets. The difference in nutritional quality between both of these protein sources was postulated to be due to low digestibility of white fishmeal protein in the abalone. When casein is used as a protein source, an optimum protein level in the practical diets for juvenile abalone is estimated to be around 20-30% based on the growth rate, FCE, protein retention and NPU. © 1986, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.52.1005
Barkai R.; Griffiths C.L.,An energy budget for the South African abalone Haliotis midae Linnaeus,1988,Journal of Molluscan Studies,54,1,43,51,,"Existing data on feeding, growth rate, fecundity, absorption efficiency, respiration and excretion rates in the South African abalone Haliotis midae Linnaeus are converted to energy equivalents and utilised to compile individual energy budgets. About 63% of the energy content of the food consumed (C) is lost as faeces (F) and a further 32% expended on respiration (R). Energy losses in the form of ammonia excretion are negligible, accounting for less than 1% of consumption. Some 5% of energy intake, or 13% of absorbed ration (Ab) is thus available for growth and reproductive output (Pg & Pr). In juveniles (<100mm) this is all allocated towards somatic growth, while in adults an increasing proportion of production is expended on reproductive output. Although feeding, respiration and excretion rates all increase with temperature the proportions of energy allocated to the various components of the energy budget appear to be consistent. Population energy budgets are calculated from density and size distribution surveys at two study sites. At Marcus Island, on the Cape west coast, the population has a standing stock of 82 g (wet flesh weight) m-2,.consumes about 3260 KJm-2y-1 algae and has a P/B ratio of 0.46, whereas at Cape Hangklip, on the Cape south coast, the population biomass is_133gm-2, consumes 8613KJm-2y-1 and has a P/B ratio of 0.70. These figures indicate that a high proportion of kelp bed primary production is directly consumed by grazing abalone in areas where populations have not been reduced by human exploitation © 1988 The Malacological Society of London.",10.1093/mollus/54.1.43
Uki N.; Sugiura M.; Watanabe* T.,Dietary Value of Seaweeds Occurring on the Pacific Coast of Tohoku for Growth of the Abalone Haliotis discus hannai*1,1986,NIPPON SUISAN GAKKAISHI,52,2,257,266,,"The dietary value of 57 species of marine algae (25 brown, 25 red, 7 green) and one species of sea grass occurring on the Pacific coast of northern Honshu was studied for the effect on the growth of abalone Haliotis discus hannai using the method of single species feeding in the laboratory. The relative food value of each algae was obtained from the relative growth on the mollusc fed on each seaweed to those on the standard alga Eisenia bicyclis. Further classification of the algae into four grades from superior to null based on molluscan weight gain was attempted. Twelve species of algae were shown to be of superior value (21 % of all surveyed) including Order Laminariales, Desmarestia spp., Chondria and Enteromorpha. Nineteen species of algae were ranked as having no value (33% of all). The average feed conversion efficiencies of the algae with the above zero values were 5.4% (23 spp.), 5.6% (18 spp.) and 4.9% (4 spp.) for brown, red and green algae, respectively. © 1986, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.52.257
Mai K.; Mercer J.P.; Donlon J.,"Comparative studies on the nutrition of two species of abalone, Haliotis tuberculata L. and Haliotis discus hannai Ino. V. The role of polyunsaturated fatty acids of macroalgae in abalone nutrition",1996,Aquaculture,139,1-Feb,77,89,,"This study was undertaken to evaluate the nutritional role of polyunsaturated fatty acids (PUFA) in dietary macroalgae for the abalone, Haliotis tuberculata and Haliotis discus hannai. The effects of five species of macroalgae (Alaria esculenta, Laminaria digitata, Laminaria saccharina, Palmaria palmata and Ulva lactuca) on specific growth rates (SGR) of the abalone and, the relationship between abalone SGR and fatty acid profiles in the algae were investigated. The current study confirmed our previous findings. Based on SGR the dietary values of these macroalgae can be listed in a decreasing order as follows: P. palmata, A. esculenta, U. lactuca, L. digitata and L. saccharina for H. tuberculata and, A. esculenta, P. palmata, L. digitata, L. saccharina and U. lactuca for H. discus hannai. Fatty acid analysis revealed that C18 and C20 PUFA, such as 18:4n-3, 18:3n-3, 20:4n-6 and 20:5n-3, were dominant in the brown algae, A. esculenta, L. digitata and L. saccharina. The red alga, P. palmata, was characterised by the highest proportion of 20:5n-3 among the selected algae. In the green alga, U. lactuca, however, the dominant PUFA were C16 and C18 fatty acids, while C20 fatty acids were minimal. All the selected algae consistently contained very low levels of C22 fatty acids. Statistical analyses demonstrated that (a) 20:5n-3 played a prominent role in the nutrition of both abalone species; (b) 18:3n-3 as well as other n-3 PUFA, and 18:2n-6 together with other n-3,6 long-chained PUFA also contributed to the faster growth of H. tuberculata and H. discus hannai, respectively. The results suggest that the PUFA of both n-3 and n-6 families seem to be essential for growth of H. discus hannai; for H. tuberculata, however, growth enhancement appeared to depend largely on n-3 PUFA. © 1996 Elsevier Science B.V. All rights reserved.",10.1016/0044-8486(95)01158-7
Uki N.; Watanabe T.,Effect of Heat-treatment of Dietary Protein Sources on Their Protein Quality for Abalone,1986,NIPPON SUISAN GAKKAISHI,52,7,1199,1204,,"Effect of heat-treatment of dietary proteins on their nutritional quality for the abalone Haliotis discus hannai was investigated to clarify the reason for low dietary value of white fishmeal as a protein source in abalone diet. Casein and fishmeal prepared from pollock were exposed to various heat-treatments (80-130° C, 2 h) and their nutritional quality as protein sources was compared with those without treatment or fresh fish meat by feeding abalone of different growth stages (13–56 mm in shell length) with diets containing each of those protein sources. The nutritional quality of dietary protein sources was found to be greatly affected by heat-treatment. The growth of abalone and feed conversion efficiency were remarkably reduced by feeding diets containing heat-treated casein or fishmeal. The influence of heat-treatment on the dietary value of protein sources was more marked in larger size of abalone. Thus it may be concluded that the inferior protein quality of white fishmeal to casein in abalone is due to the effect of heat during the manufacturing process of white fishmeal. © 1986, The Japanese Society of Fisheries Science. All rights reserved.",10.2331/suisan.52.1199
Tsutsumi J.; Hashimoto Y.,"Isolation of pyropheophorbide a as a photodynamic pigment from the liver of abalone, haliotis discus hannai",1964,Agricultural and Biological Chemistry,28,7,467,470,,"A photodynamic agent was isolated from the liver of abalone, Haliotis discus hannai, and identified as pyropheophorbide a. This red fluorescent pigment was proved to induce photosensitization both in rats and cats by oral administration, and recognized as the sole photodynamic pigment in the liver. The periodical examination on several kinds of herbivorous gastropods indicated that the liver becomes toxic only in spring. © 1964, Japan Society for Bioscience, Biotechnology, and Agrochemistry. All rights reserved.",10.1271/bbb1961.28.467
Bower S.M.,"Disinfectants and therapeutic agents for controlling Labyrinthuloides haliotidis (Protozoa: Labyrinthomorpha), an abalone pathogen",1989,Aquaculture,78,3-Apr,207,215,,"Labyrinthuloides haliotidis, a pathogenic parasite of juvenile abalone (Haliotis kamtschatkana and Haliotis rufescens), was destroyed by a 20-min exposure to 25 mg chlorine per l of sea water. This parasite showed high resistance to six other potential disinfectants: formalin, iodophor, isopropanol, methylene blue, malachite green, and copper sulfate. The antibiotic fungicide cycloheximide at 1-2 mg per l for 23 h per day on 5 consecutive days proved efficacious. However, this treatment had three disadvantages: (1) it was detrimental to some diatoms upon which the abalone fed, (2) it was ineffective against non-growing but infective zoospores of L. haliotidis and thus reinfection usually occurred within 2-3 weeks following treatment, and (3) it resulted in cycloheximide resistant forms of L. haliotidis. Two different combinations of three sulfonamides (sodium sulfamethazine and sodium sulfathiazole with either sodium sulfapyridine or sodium sulfacetamide), especially in conjunction with neomycin sulfate, partially retarded the progression of the disease. Nine other therapeutic agents (betanaphthol, acriflavin hydrochloride, rivanol, furanace, oxytetracycline, chloramine-B, oxolinic acid, metronidazole, and neomycin sulfate) showed little or no activity against L. haliotidis at concentrations higher than would be feasible for use in an abalone culture facility. © 1989.",10.1016/0044-8486(89)90098-7
Kawamura T.; Takami H.,Analysis of Feeding and Growth Rate of Newly Metamorphosed Abalone Haliotis Discus Hannai Fed on Four Species of Benthic Diatom,1995,Fisheries Science,61,2,357,358,,[No abstract available],10.2331/fishsci.61.357
Mai K.; Mercer J.P.; Donlon J.,"Comparative studies on the nutrition of two species of abalone, Haliotis tuberculata L. and Haliotis discus hannai Ino. II. Amino acid composition of abalone and six species of macroalgae with an assessment of their nutritional value",1994,Aquaculture,128,1-Feb,115,130,,"This study was conducted to evaluate the nutritional value of protein in natural feeds for the two species of abalone, Haliotis tuberculata L. and Haliotis discus hannai Ino. The amino acid compositions of 6 species of macroalgae (Ulva lactuca, Chondrus crispus, Palmaria palmata, Alaria esculenta, Laminaria digitata and Laminaria saccharina) and of the whole soft body of these abalone were determined and compared. The effects of these algal diets on the free amino acid (FAA) profiles in the viscera and muscle of animals were investigated. To find a suitable index to evaluate the protein quality of natural diets for algivores, several indices were computed and correlated to the growth performance of abalone using correlation analysis. These two species of abalone have a very similar amino acid composition, indicating that they may have similar amino acid requirements. In all the selected algae, arginine may be the limiting amino acid, and in some instances methionine, threonine or histidine may be also limiting. Judging from the results of feeding test and amino acid analysis, P. palmata and A. esculenta seem to have the better amino acid pattern and availability among the selected algae. On the other hand, U. lactuca and C. crispus appear to be poor in their amino acid availability and/or pattern. Dietary treatments significantly affected the FAA profiles in animal tissues. The essential amino acid index (EAAI) and the degree of similarity (DS) of EAA patterns may not be applicable to evaluating the nutritional value of protein in natural feeds for the algivorous molluscs. Among the indices examined, the newly proposed index-balance and adequacy of free EAA in viscera (BAEAAv)-seems to be suitable for estimation of protein quality of natural feeds for abalone, because it takes into account the balance, adequacy and availability of EAA in natural diets. © 1994.",10.1016/0044-8486(94)90107-4
Spaulding D.C.; Morse D.E.,Purification and characterization of sulfatases from Haliotis rufescens: evidence for changes in synthesis and heterogeneity during development,1991,Journal of Comparative Physiology B,161,5,498,515,,"The digestive glands of many marine molluscs are rich sources of arylsufatase enzymes which may function in the catabolism of sulfated polysaccharides in the diets of herbivorous species. Arylsulfatases, partially purified from the hepatopancreas of the red abalone, Haliotis rufescens, were investigated with respect to heterogeneity, catalytic requirements, and timing of induction during development. Four hepatopancreatic enzymes were purified from adult animals using a combination of hydrophobic interaction and anion-exchange chromatography. Zymograms of the four partially-purified enzymes produced by electrophoresis under nondenaturing conditions revealed a fifth, relatively more basic isozyme. All four partially-purified enzymes appear to be monomeric, with molecular weights of approximately 43 000 Da each, as measured by gel filtration. The affinities for p-nitrocatechol sulfate, pH optima, and strengths of inhibition by anions displayed by these enzymes are similar to the values reported for other molluscan arylsulfatases. Three of the four enzymes have Km values between 0.8 and 2.0 m M for p-nitrocatechol sulfate; the remaining enzyme (A2) has a Km of 6.7 m M. All four enzymes have pH and temperature optima of 5.5 and 45°C, respectively. Three of the four enzymes have-t1/2(50°C) values of 3.5 min; the enzyme A4 has a t1/2 has a t1/2(50°C) of 8.5 min. A monoclonal antibody directed against form A1b does not cross react with any of the other hepatopancreatic arylsulfatases when assayed by Western blot, confirming the structural heterogeneity of the adult enzymes. Total arylsulfatase activity increases in a biphasic manner during early abalone development, with the first increase occurring early in larval maturation. The secoad phase of enzyme expression is dependent upon the induction of settlement and metamorphosis of the competent veliger larvae, strongly suggesting that the expression of arylsulfatase synthesis (and the maturation of the digestive gland, the hepatopancreas) is controlled by genetic events which occur as a result of metamorphosis. Competent veliger larvae express only two arylsulfatase forms, which share many physicochemical and kinetic characteristics with the adult hepatopancreatic enzymes. However, neither of the larval arylsulfatases is recognized by the monoclonal antibody to form A1b from adult hepatopancreas. Endogenous enzyme inhibitor levels in larvae remain constant throughout the period of arylsulfatase induction, and therefore do not contribute to the control of arylsulfatase activity levels during development. These results are the first documentation of the developmental induction of a specific protein(s) in abalone as a result of metamorphosis. The significance of the timing of arylsulfatase expression is discussed in relation to potential physiological substrates and the dietary switching which occurs at metamorphosis. Possible genetic events which are consistent with the observed patterns of expression of these enzymes also are considered. © 1991 Springer-Verlag.",10.1007/BF00257905
Mai K.; Mercer J.P.; Donlon J.,"Comparative studies on the nutrition of two species of abalone, Haliotis tuberculata L. and Haliotis discus hannai Ino. IV. Optimum dietary protein level for growth",1995,Aquaculture,136,1-Feb,165,180,,"A 100 day growth experiment was conducted to identify the optimum dietary protein level for the juveniles of two species of abalone, Haliotis tuberculata and Haliotis discus hannai. A mixture of vitamin-free casein and gelatin (4.34:1) supplemented with crystalline amino acids was used as the protein source to simulate the amino acid profile of abalone body. Eight purified diets were formulated to provide graded protein levels ranging approximately from 0 to 50%. The weight gain, protein gain, soft body to shell ratio, and carcass levels of protein and lipid of both abalone species were significantly (ANOVA, P < 0.05) affected by the dietary protein level. The protein requirements of these abalone were evaluated from weight gain and protein gain respectively, by using the second-order polynomial regression analysis. On the basis of weight gain, the optimum protein levels were estimated to be 22.3-32.3%, and 23.3-35.6% for H. tuberculata and H. discus hannai, respectively. According to the protein gain, the statistical analysis indicated that the optimum ranges of protein requirements were 24.0-34.5% and 25.2-36.6% for H. tuberculata and H. discus hannai, respectively. Based on these results, about 35% dietary protein from good quality sources is recommended for the maximum growth of both abalone species; and, if dietary protein is reduced from 35 to 25%, the growth of these abalone may be depressed with 5% likelihood. © 1995.",10.1016/0044-8486(95)01041-6
McShane P.E.; Gorfine H.K.; Knuckey I.A.,Factors influencing food selection in the abalone Haliotis rubra (Mollusca: Gastropoda),1994,Journal of Experimental Marine Biology and Ecology,176,1,27,37,,"The feeding rates of the abalone Haliotis rubra were measured for a range of macroalgal diets. The macroalgae Gigartina radula, Plocamium mertensii, Ecklonia radiata, Phyllospora comosa, Jenerettia lobata, Ulva lactuca and Macrocystis augustofolia showed interspecific variation in ash, nitrogen and energy content; toughness (resistance to penetration); and rates of assimilation and food conversion efficiency by H. rubra. Tests with an artificial diet (agar) showed that feeding rates by H. rubra were influenced by toughness. Toughness also accounted for much of the variation (60%) in the feeding rate on the macroalgal diets. The results of our study show little evidence for chemical deterrence of herbivory for H. rubra, but suggest that food toughness is a primary factor in the feeding preferences of abalone. © 1994.",10.1016/0022-0981(94)90195-3
