reviewer_initials,study_ID,full_citation,Journal,publication_year,country,international_collaboration,DOI,publication_type,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,COI_disclosed,species,experimental_system,experimental_unit,intervention_name,intervention_category,probiotic,mineral,vitamin ,algal_species,multiple_inclusion_levels,control_diet,outcome_comment,outcome_category,repeated_measures,study_conditions,challenge_category,Notes
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-5,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Gracilaria cliftonii,Algal or diatom meal,,,,Gracilaria sp. ,Yes,No supplement,"NIP, PER, PE, ER, ED",Nutrient assimilation and digestability,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-7,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Gracilaria cliftonii,Algal or diatom meal,,,,Gracilaria sp. ,Yes,No supplement,"Trypsin, lipase, alpha-amylase, beta-glucosidase, beta-galactosidase",Digestive enzymes,No,Basal,Not applicable,
RP,S018,"Bansemer, M. S., Qin, J. G., Harris, J. O., Duong, D. N., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2016). Dietary inclusions of dried macroalgae meal in formulated diets improve the growth of greenlip abalone (Haliotis laevigata). Journal of Applied Phycology, 28(6). https://doi.org/10.1007/s10811-016-0829-0",Journal of Applied Phycology,2016,Australia,No,https://doi.org/10.1007/s10811-016-0829-7,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Gracilaria cliftonii,Algal or diatom meal,,,,Gracilaria sp. ,Yes,No supplement,survival,Survival,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.028,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.028,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.031,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,Serum SOD and FRAP,Antioxidant activity / oxidants,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.034,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,Serum SOD and FRAP,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.037,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,Feed intake and meal acceptance,Feed behaviour,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.040,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,Feed intake and meal acceptance,Feed behaviour,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.043,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,"Weight gain, daily growth rate, shell growth rate",Growth performance parameter,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.046,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,Ulva sp. ,Algal or diatom meal,,,,Ulva sp. ,No,No supplement,"Weight gain, daily growth rate, shell growth rate",Growth performance parameter,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.029,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.030,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,survival,Survival,Yes,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.029,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.030,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,survival,Survival,Yes,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.032,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,Serum SOD and FRAP,Antioxidant activity / oxidants,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.033,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,Serum SOD and FRAP,Antioxidant activity / oxidants,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.035,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,Serum SOD and FRAP,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.036,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,Serum SOD and FRAP,Antioxidant activity / oxidants,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.038,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,Feed intake and meal acceptance,Feed behaviour,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.039,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,Feed intake and meal acceptance,Feed behaviour,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.041,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,Feed intake and meal acceptance,Feed behaviour,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.042,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,Feed intake and meal acceptance,Feed behaviour,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.044,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,"Weight gain, daily growth rate, shell growth rate",Growth performance parameter,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.045,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,"Weight gain, daily growth rate, shell growth rate",Growth performance parameter,No,Challenge,Thermal challenge,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.047,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract,Terrestrial extract,,,,,No,No supplement,"Weight gain, daily growth rate, shell growth rate",Growth performance parameter,No,Basal,Not applicable,
RP,S019,"Lange, B., Currie, K. L., Howarth, G. S., & Stone, D. A. J. (2014). Grape seed extract and dried macroalgae, Ulva lactuca Linnaeus, improve survival of greenlip abalone, Haliotis laevigata Donovan, at high water temperature. Aquaculture, 433. https://doi.org/10.1016/j.aquaculture.2014.06.028",Aquaculture,2014,Australia,No,https://doi.org/10.1016/j.aquaculture.2014.06.048,Primary literature,No,No,No,No,No,Yes,Yes,No COI statement,Haliotis laevigata,Laboratory ,Tank-based,grapeseed extract + Ulva sp. ,Combination,,,,,No,No supplement,"Weight gain, daily growth rate, shell growth rate",Growth performance parameter,No,Basal,Not applicable,
RP,S020,"Gao, X., Ke, C., Fucun, W., Xian, L., & Ying, L. (2020). Effects of Bacillus lincheniformis feeding frequency on the growth, digestion and immunity of Haliotis discus hannai. Fish and Shellfish Immunology, 96. https://doi.org/10.1016/j.fsi.2019.11.038",Fish and Shellfish Immunology,2020,China,No,https://doi.org/10.1016/j.fsi.2019.11.038,Primary literature,Yes,No,No,No,No,Yes,No,COI statement provided - No COI disclosed,Haliotis discus hannai,Laboratory ,Tank-based,Bacillus lichenformis,Probiotic,Bacillus sp.,,,,No,No supplement,Survival with Vibrio paraheamolyticus challenge,Survival,Yes,Challenge,Bacteria challenge,
